sentence,word,prediction,score,difference_rate
"The next item is the debate on the oral question to the Commission on a European strategy for the rights of the child: against 'dys'crimination of children and exclusion of 'dys' people, by Anna Záborská, Amalia Sartori and Marie Panayotopoulos-Cassiotou, on behalf of the PPE-DE Group, Roberta Angelilli on behalf of the UEN Group, Zita Gurmai and Catherine Trautmann on behalf of the PSE Group, Adamos Adamou on behalf of the GUE/NGL Group, Hiltrud Breyer et Raül Romeva i Rueda on behalf of the Verts/ALE Group, Elizabeth Lynne on behalf of the ALDE Group, and Kathy Sinnott on behalf of the IND/DEM Group - B6-0317/2007).",Catherine,0.41877034306526173,0.3382352941176471,23.810362297555635
"the report by Vittorio Prodi on behalf of the Committee on the Environment, Public Health and Food Safety on the Thematic Strategy for Soil Protection.",Thematic,0.3993461430072784,0.5238095238095238,23.761190880428675
"The next item is the report (A5-0229/2003) by the Earl of Stockton, on behalf of the Committee on Petitions, on the annual report on the activities of the European Ombudsman for the year 2002 [C5-0271/2003 - 2003/2068(INI)].",Ombudsman,0.392079621553421,0.5138888888888888,23.703424995009957
"Similarly, the fishing effort should be matched to existing resources and to the protection of the marine environment - which would at one and the same time promote small-scale coastal fishing and non-industrial fishing and safeguard fishing communities; it would be particularly helpful in that context to increase Member States' exclusive fishing zones from the current 12 nautical miles to 24 nautical miles and for outermost regions from 100 nautical miles to 200 nautical miles.",outermost,0.3804246783256531,0.3076923076923077,23.638020455837243
This will enable all third-country nationals living legally in the Schengen area to be identified in the same way.,nationals,0.3635639846324921,0.2941176470588235,23.61175477504734
"(PL) Mr President, I have informed the Secretariat that I would like to table an oral amendment which would involve the deletion of paragraph 27, because it contains untrue information concerning an important scientific project named INDECT.",Secretariat,0.370755672454834,0.4852941176470589,23.60186143354937
Guinea (debate),Guinea,0.34847626090049744,0.4558823529411765,23.560045996019923
"It is the job of the President of the sitting, and him alone, if he decides to do so at any time, to establish that a quorum is not present.",quorum,0.37168046832084656,0.4861111111111112,23.540017945425866
Development of the Community's railways (vote),railways,0.3814639151096344,0.3088235294117647,23.521648702167326
The large numbers of refugees that tragically lose their lives when attempting to reach the European Union threaten to turn the Mediterranean into a huge open-air graveyard; it is up to us to find solutions to put an end to these tragedies.,Mediterranean,0.3993542790412903,0.32352941176470584,23.436777158217012
"You will be able carefully to monitor compliance with this aspect of the readmission agreement and of the agreement on visa facilitation through the joint committees set up pursuant to them, and, under the second of the two, you will also be keeping an eye on the principle of mutuality in the implementation of the agreement, on equal treatment in the registration of citizens of the European Union and of the Russian Federation and on the free movement of persons within the territory of the latter.",facilitation,0.3596958518028259,0.29166666666666663,23.32429204668319
"For these reasons, I think that this initiative is a further step towards the realisation of the European Research Area.",realisation,0.3624674379825592,0.2941176470588235,23.238928914070147
"To put it in the words of the Chair of the High Level Group of Independent Stakeholders on Administrative Burdens, Edmund Stoiber, we in Europe must not only purse our lips, we need to whistle loudly.",Burdens,0.3502764403820038,0.4558823529411765,23.16516791620563
"We are pleased that the European Council in Luxembourg has made such a clear statement, and we are aware, Mr President, that you have already conveyed Parliament's condolences, and will give all the support you can to the victim's family.",Luxembourg,0.35685646533966064,0.4642857142857143,23.138607465303863
"However, I want to focus on the excellent report that Maria Martens has produced.",Martens,0.3431484401226044,0.4464285714285714,23.134749412536603
"Innovation is certainly not promoted as long as multinationals with gilt-edged balance sheets are able to stash away the best part of research and development funds in their accounts, while those who are actually targeted for this kind of benefit are left out in the rain.",multinationals,0.34807536005973816,0.4523809523809523,23.05702567100523
"Draft amending budget No 10/2009 of the European Union for the financial year 2009, Section III - Commission (",Section,0.3688819706439972,0.30000000000000004,22.96065688133238
Mr van Orden has the floor for a point of order.,van,0.3968070447444916,0.32291666666666663,22.882181598294178
The number of cases is continually growing yet the same number of people are working at the Secretariat and the same number of people are working at the European Commission to process the petitions.,Secretariat,0.375633716583252,0.4868421052631578,22.84280416127795
"According to the regulations still in force carriers are required to provide a wide range of information on tariffs, price agreements and transport arrangements as soon as the goods they are transporting cross national borders within the Community.",tariffs,0.4093725979328156,0.33333333333333337,22.81177937984467
Support for rural development by the EAFRD - Voluntary modulation of direct payments under the CAP (debate),modulation,0.366680771112442,0.475,22.80404818685431
The Transport Committee is now demanding action to reduce this figure and is sending a signal to the maritime industry that we are not prepared to tolerate this state of affairs much longer.,maritime,0.3541505038738251,0.4583333333333334,22.73079915480182
"I therefore wanted to tell you that I inadvertently voted ""yes' in the vote on the Cornelissen report on the first part of recital 0, when I intended to vote ""no' .",recital,0.3625729978084564,0.46875,22.65109380086263
"Sectoral, vertical and horizontal segregation, the classification of professions, the conditions for establishing a work-life balance and stereotypes all play a significant role in the persistence of the pay gap, which later carries over into a pensions gap and the final result is that poverty wears a female face, as we have been saying.",professions,0.3916630446910858,0.3194444444444444,22.607561816339917
Let me also take this opportunity to welcome the decision by the European Parliament's Bureau to dedicate Parliament's press room to Anna Politkovskaya.,Anna,0.4086134731769562,0.33333333333333337,22.58404195308684
Draft Amending budget No 3/2007 (vote),Draft,0.3636859059333801,0.296875,22.50472620913857
"We have here with us today observers from Cyprus, the Czech Republic, Estonia, Hungary, Latvia, Lithuania, Malta, Poland, Slovakia and Slovenia.",Malta,0.3704625070095062,0.3026315789473685,22.413697968358555
"The Council's draft, which was adopted unanimously, deals with and contributes to meeting these challenges.",deals,0.3780348300933838,0.3088235294117647,22.41127831595284
"In addition, as many as 22 directives have not been transposed two years after expiry of the deadline for this.",expiry,0.3298947215080261,0.425,22.377712586346792
"It is therefore very difficult to understand or accept that around 30 activists, politicians and bloggers were arrested by government forces while travelling to the southern Egyptian town of Nag Hammadi to express their condolences to the families of those killed during the sectarian violence.",bloggers,0.367103636264801,0.30000000000000004,22.367878754933656
I would particularly like to highlight the issue regarding detention policy.,detention,0.3629961907863617,0.296875,22.272401106984994
(BG) I would like to draw attention to the sanctioning of Bulgaria by the Directorate General for Enlargement on the withdrawal of accreditation for two agencies that have been entitled to resources from the pre-accession funds of the EU.,BG,0.3628192842006683,0.4666666666666667,22.253010528428227
"on the common authorisation procedure for food additives, food enzymes and food flavourings (16673/2/2007 - C6-0138/2008 - (Rapporteur: Mrs Westlund);",enzymes,0.3774621784687042,0.4852941176470589,22.21991473978217
Consultation of the Visa Information System (VIS) (vote),VIS,0.3892313539981842,0.5,22.15372920036316
As proof of that we have in the last two months signed a Stabilisation and Association Agreement with Montenegro and initialled SAAs both with Serbia and with Bosnia-Herzegovina.,Stabilisation,0.3784586489200592,0.4861111111111112,22.14564936501641
The Commission had to launch infringement procedures against most Member States concerning the obligation to establish inventories of large PCB-containing equipment and PCB disposal plans.,infringement,0.3526788353919983,0.4523809523809523,22.03941533440036
"With the ETS proposal in its current form, inconsistencies and ballooning costs will catch up with us.",ballooning,0.3728971183300018,0.3055555555555556,22.03905690800057
"I would ask you all to be present tomorrow for the statement by the Grand Mufti of Syria, Sheikh Ahmad Badr Al-Din Hassoun.",Sheikh,0.3899137675762177,0.5,22.01724648475646
Excise duty on beer produced locally in Madeira (,Madeira,0.3535735905170441,0.453125,21.969966230721298
Twenty-five people have been killed or injured because they were albinos during the last six months.,albinos,0.3316977024078369,0.425,21.95348178639131
"Madam President, I understand that over the next few days, the Bureau will be discussing the question of languages and interpretation following the accession of the candidate countries.",accession,0.3446361124515533,0.4411764705882353,21.882481177647918
I know that quorum is not an issue - this is in line with the Rules of Procedure and there is nothing that can be done about that - but we should avoid this situation at all costs.,quorum,0.37980011105537415,0.4861111111111112,21.869691440037336
"(IT) Mr President, on the admissibility of Mrs Vălean's amendment: Mrs Vălean was quite right to go back and correct the text, removing the vague and misleading reference to third and fourth wives, which led to doubts over the legitimacy of polygamy.",polygamy,0.3761146366596222,0.30952380952380953,21.513959536185627
"This is reflected in the Commission's communication of April 2010 on the Stockholm Programme, which puts emphasis on the protection of victims of crime, including female victims of violence and genital mutilation.",emphasis,0.3615378439426422,0.2976190476190477,21.476715564727737
"I therefore dare to hope that, in your capacity as guarantor of the rights of all Members of the European Parliament, you will be anxious to make this point to the Israeli authorities.",guarantor,0.3788526356220245,0.4821428571428571,21.42315705617269
"The idea of fragility is not new, though the international debate is relatively recent.",fragility,0.36682870984077454,0.4666666666666667,21.393847891262602
Waiver of parliamentary immunity: see Minutes,Waiver,0.374640554189682,0.3088235294117647,21.312179451897027
"Mr President, the subject of this debate is sustainable development and the political message which Parliament wants to send out - both itself and via the European Union as a whole - to the Johannesburg Summit next August, ten years after Rio.",Johannesburg,0.39349403977394093,0.5,21.301192045211813
"I was involved in the opinion of the ITRE Committee on the Mikko report, and I would like to congratulate her because I think new technologies have led to the emergence of new media channels and new types of content, and the media remains an important political tool.",emergence,0.33593547344207764,0.42647058823529416,21.228923468754214
"Mr Janssen van Raay, I quite agree with your request, and think it is a pity that there is no representative from Council present to hear you.",van,0.3837183117866516,0.31666666666666665,21.174203722100515
Take the death penalty: three resolutions of this Parliament eventually secured an important European position for the moratorium on executions voted for at the United Nations in New York in December.,moratorium,0.3285399377346039,0.4166666666666666,21.15041494369505
"I would ask you, ladies and gentlemen, to observe one minute' s silence in memory of Fernando Buesa Blanco and Jorge Díez Elorza.",Blanco,0.3843168914318085,0.4868421052631578,21.05923311130418
Please agree that 'truth' be inserted: reconciliation with truth and remembrance.,remembrance,0.3630659580230713,0.30000000000000004,21.021986007690412
I regret that our Parliament has been unable to devote sufficient time to the drafting of a precise report on the text of this proposal for an instrument that is crucial to the future of our outermost regions.,outermost,0.36009830236434937,0.2976190476190477,20.99302959442134
"As well as these educational elements, equipment and access to new technologies also play an absolutely critical role and in this respect there are great discrepancies, for example between the different Member States of the European Union and between rural and urban areas.",discrepancies,0.3247898519039154,0.4107142857142857,20.920731710351028
"Can you confirm that the Bureau agreed yesterday to send a delegation to meet Mr Rugova and, if that is the case, can you draw the attention of political groups to Rule 91 of the code of conduct, Annex 1, Articles 1 and 2, which says that before a Member may be validly nominated as an office-holder, or participate in an official delegation, he must have duly completed the declaration provided for in Article 2.",code,0.3693917095661163,0.3055555555555556,20.891832221638047
The next item is the report by Mr Cornillet on behalf of the Committee on Development on the work of the ACP-EU Joint Parliamentary Assembly in 2005 [2005/2104(INI)] (A6-0063/2006).,Parliamentary,0.34062936902046204,0.4305555555555556,20.88608203395721
"Furthermore, at 9 a.m. tomorrow morning when I speak briefly to introduce our work for this term of office, I wish to analyse the scourge of terrorism from a political standpoint, pointing out the insecurity it causes amongst our fellow citizens and how we should respond to it.",briefly,0.3692122101783752,0.3055555555555556,20.833086967468233
"Thursday: The Socialist Group in the European Parliament has requested that the first sub-item of the debate on human rights in the afternoon, 'Allegation of mass graves in Indian-administered Kashmir', be deleted from the agenda.",Allegation,0.3631186187267304,0.4583333333333334,20.774119550531562
"– Mr President, ladies and gentlemen, I take the floor on the issue of nanotechnology with some trepidation, because we have seen that the original plans in this area, from the point of view of the budget, have not been fulfilled.",trepidation,0.3731661140918732,0.4705882352941176,20.70220075547693
I believe that the subject of anti-missile defence must be made topical and be put on the European Union's agenda because we must be informed about the risk of proliferation of ballistic missile programmes.,proliferation,0.3877175450325012,0.3214285714285714,20.623236232333724
The failure of last week's Parliament-Council Conciliation Committee meeting has caused significant concern throughout the European Union.,Conciliation,0.3828419148921967,0.4821428571428571,20.595750985322155
Development of the Community's railways - Certification of train drivers operating locomotives and trains on the railway system in the Community - International rail passengers' rights and obligations (debate),Certification,0.3817894756793976,0.31666666666666665,20.565097582967663
"Ladies and gentlemen, as you know, on 22 February, ETA struck again in a brutal attack in Spain with the murder of Fernando Buesa Blanco, the General Secretary of the Socialist Party of Vizcaya and the spokesman of the Socialist Party of the Basque Parliament, and Jorge Díez Elorza, his bodyguard.",Blanco,0.3972044289112091,0.5,20.55911421775818
"Madam President, I abstained on vote 134 of the draft general budget for 2009, as the intellectual dishonesty and cynicism of the movers of this amendment are preying on the genuine concerns and fears of many of our citizens by trying to imply that, at present - and in the past - EU development funds have been given to governments and organisations for programmes that include, I quote: 'coercive abortion, forced sterilisation and infanticide', all of which we would condemn outright.",sterilisation,0.3856823146343231,0.4852941176470589,20.526068499594032
Perhaps the results of roll-call votes could be distributed on the Intranet or made available to Members who need them so that we do not have the waste and the superfluous nature of everybody being distributed with a 113-page document listing roll-call votes.,Intranet,0.38413646817207336,0.4833333333333333,20.52348934370895
Accession of the EC to UNECE Regulation No 61 on uniform provisions for the approval of commercial vehicles (,Regulation,0.3727185428142548,0.46875,20.486710866292306
EC-Croatia Stabilisation and Association Agreement (accession of Bulgaria and Romania) (,Stabilisation,0.35591748356819153,0.4464285714285714,20.27448368072509
And the name of one of the murderers is Cesare Battisti.,Cesare,0.4509691596031189,0.375,20.258442560831703
"I shall simply mention in closing that I have tabled two amendments, because I would like to remind you that Davinder Pal Singh had already applied for political asylum in Germany, but he was forcibly deported to India, where he was arrested on his arrival in New Delhi in January 1995.",Singh,0.3702582120895386,0.4642857142857143,20.252077396099384
"This suggests that citizens are beginning to have a better knowledge both of my mandate and of that of my national and regional colleagues in the European Network of Ombudsmen, which is thus commensurately strengthened to the benefit of all concerned.",mandate,0.3564219176769257,0.4464285714285714,20.161490440368635
"Firstly, I would like to point out that the report has two different scopes: the first is to describe and assess the situation, which is unfortunately a negative one, of human rights in many countries and regions of the world, often bordering on or entering into the territory of human tragedy; the second is an assessment based on the past experience of this Parliament in the adoption of positions in response to various problems, and also based on a wish on the rapporteur's part for the report to be situated within the mainstream of the positions and acts of the various European Union institutions, not seeking to emphasise elements of disagreement, but rather, at heart, aspects of agreement.",scopes,0.3279341459274292,0.4107142857142857,20.155164469843324
"The result is that daily life imposes severe mental and physical strains in the form of housing without security of tenure, problem estates, the risk of indebtedness, alcohol and drugs - a life without dignity or self-esteem.",indebtedness,0.3759423494338989,0.4705882352941176,20.112250745296468
"While aspects of the climate package were on the agenda at last week's summit meeting, and a requirement from that summit that any future revisions on amendments to aspects of EU ETS be available to be considered by future summits, at the subsequent trialogue on Saturday morning in Brussels, I added, with the full support of all the shadow rapporteurs, a new recital to my report - subsequent to the summit - which was then accepted by COREPER on Saturday afternoon.",summits,0.33689650893211365,0.42105263157894735,19.987079128623
"Would it be possible for her and/or the Commissioner for Competition to speak during this part-sitting in order to tell us how the Commission intends to react to the fuel crisis, and how the Commission and the Council intend to prevent an outbreak of fiscal dumping in Europe and prepare Europe to deal with this crisis?",outbreak,0.32399293780326843,0.4047619047619048,19.954685954486635
The Treaty of Lisbon reinforces the importance of territorial cohesion.,cohesion,0.33352646231651306,0.4166666666666666,19.953649044036847
Minimum standards for the reception of asylum seekers (recast) (,seekers,0.3560995161533356,0.296875,19.949310704281476
The Special Court for Sierra Leone is making a significant contribution to the cause of peace and justice in the Mano River region of West Africa.,Leone,0.35783806443214417,0.4464285714285714,19.844273567199703
"Lastly, as mentioned in the final report, Mr Dimas read out a statement during the Conciliation Committee meeting saying that before the review of the Financial Framework, the Commission would carry out a review of committed and planned spending at national and EU level on the management of the Natura 2000 networks.",Conciliation,0.4201038181781769,0.5238095238095238,19.798361984166235
This applies to the first indent of the Barón Crespo/Brok report.,indent,0.3440359830856323,0.4285714285714286,19.72493728001913
"There is a challenge to protect soils in the European Union, but it is a Member State competence and does not require an EU approach, or EU directives or regulations.",regulations,0.3899770677089691,0.32608695652173914,19.592967430750527
"In view of this, and of the fact that the European Union needs to meet its international commitments and to do its part in the crucial efforts to deal with the acute crisis in bluefin tuna stocks, the European Parliament's Committee on Fisheries has unanimously approved this request for application of the urgent procedure.",bluefin,0.3784030973911285,0.4705882352941176,19.589341804385185
"According to the procedure laid down in the Treaty, it is Parliament’s responsibility to lay down the regulations and general conditions governing the performance of the duties of its Members, after seeking an opinion from the Commission and with the approval of the Council, which requires unanimity as regards taxation.",unanimity,0.37761634588241577,0.46875,19.4418462117513
"The floods have affected 530 locations in 37 counties, roughly 9 000 homes and 60 000 hectares of arable land, as well as 41 national roads.",hectares,0.345790833234787,0.4285714285714286,19.315472245216377
"The proposal to amend Regulation (EC) No 539/2001 that we are discussing today has three objectives: transferring Taiwan to the positive list, transferring other third countries or territories - Trinidad and Tobago, Saint Lucia, Saint Vincent and the Grenadines, Belize, Dominica, Grenada, the Marshall Islands, Micronesia and Palau - to the positive list and the situation of the Northern Mariana Islands.",Dominica,0.3786720931529999,0.46875,19.216620127360027
"We must keep democracy alive, which means that we must engage in debate and at the same time create an image of a Europe that rejects immobility.",immobility,0.3367736041545868,0.4166666666666666,19.174335002899152
"report by André Brie, on behalf of the Committee on the Internal Market and Consumer Protection, on the proposal for a regulation of the European Parliament and the Council setting out the requirements for accreditation and market surveillance relating to the marketing of products - C6-0068/2007 -,",Brie,0.3816789090633392,0.4722222222222222,19.173878080704643
Airbus is the name of a great idea - the idea of bringing together the technical capabilities of several European nations in order to build a strong aerospace enterprise that can hold its own on the global market.,aerospace,0.35045236349105835,0.43333333333333335,19.126377655909614
We tried to strengthen the present text by asking that these rules in the European Union be 'urgently revised to avoid arbitrage between guarantee levels in Member States that may further increase volatility and undermine financial stability instead of increasing security and depositors' confidence'.,volatility,0.3374287784099579,0.4166666666666666,19.01709318161009
"(BG) Mr President, esteemed colleagues, allow me to start by congratulating colleague Panzeri on his report.",BG,0.3603113889694214,0.4444444444444444,18.92993748188018
The regulation makes up for a situation of inferiority for EU citizens and also proposes anew the legitimate right to reciprocity.,reciprocity,0.3703940808773041,0.4558823529411765,18.75226613013976
"I am not going to comment on her political career for you have just done that admirably, but I must highlight, in public before this House, her human qualities, her personal values, her dignity and the fortitude and courage with which she faced her illness right to the very end.",fortitude,0.3580532073974609,0.4404761904761905,18.712244807062945
"When one of our colleagues, Mr Ruiz Mateos, was prevented from taking an oath in Spain because legal action was being taken against him, you cited national sovereignty as a defence.",sovereignty,0.33875811100006104,0.4166666666666666,18.698053359985334
"Our Committee on the Environment, Public Health and Food Safety, whose chairman I excuse for not being able to be here with us, questions the Member States' negotiating method and asks the European Council what key objectives the Union will uphold during the fourteenth meeting of the Conference of the parties to the CITES Convention, which will be held, as you said, Madam President, in the Hague on 14 and 15 June 2007.",CITES,0.3948149979114533,0.4852941176470589,18.644182248549022
Corrections to votes and voting intentions: see Minutes,intentions,0.3557180166244507,0.30000000000000004,18.57267220815021
The document we are debating and shall be voting on today is about providing the European Parliament's delegation with a special mandate ahead of this conciliation with the Danish Presidency and the Commission.,conciliation,0.3832645118236542,0.4705882352941176,18.556291237473477
The next most important thing after factually correct electoral registers is for candidates to have the opportunity to present their manifestos.,manifestos,0.3873699009418488,0.475,18.448441906979195
"The MIFID directive, on which I also had the honour to be rapporteur in this House, and the European code of conduct on clearing and settlement systems are expected to become increasingly operable, and that means that we have more need to coordinate our settlement and financial collateral arrangements.",collateral,0.3483520448207855,0.2941176470588235,18.439695239067095
"Mr President, I rise in respect of the Martens report, because its title, 'One year after Lisbon', gives me the opportunity to reflect on where we are, one year after Lisbon, in the European Union.",Martens,0.3695750832557678,0.453125,18.43860231596848
The strategic case for opening accession negotiations is convincing.,accession,0.3593328297138214,0.4404761904761905,18.421735956862175
This declaration is in favour of maintaining European identity and the identities of our countries in order to ensure that our modernity is rooted in European traditions.,modernity,0.3360458612442017,0.4117647058823529,18.388862269265292
I should add that the malaise felt by the population was exacerbated by the former government's plan to rent one million hectares of land in the south of the country to a Korean firm.,malaise,0.3644301295280457,0.4464285714285714,18.367650985717752
"Lastly, I wish to highlight the incomprehensible involvement of the United Nations Interim Administration in Kosovo.",incomprehensible,0.3674027025699616,0.45,18.354954984452977
"The present report is the logical culmination of a long process of deliberation in this House, with us having reached two main conclusions over the past two years.",deliberation,0.3317900002002716,0.40625,18.328615335317757
I welcome recent statements by the Commission which detail the disbursement of EU funds to address this huge challenge.,disbursement,0.3655676245689392,0.4473684210526315,18.28488391988417
"The Cook Islands, the Fiji Islands, Kiribati, the Marshall Islands, the Federated States of Micronesia, Nauru, Niue, Palau, Papua New Guinea, Samoa, the Solomon Islands, Timor-Leste, Tonga, Tuvalu, Vanuatu - exotic places, fantastic places, so distant, so far away, so romantic and so on, but actually they are in need.",Papua,0.3358017206192017,0.4107142857142857,18.239581066629142
"(NL) Madam President, ladies and gentlemen, I concur with the rapporteur and the shadow rapporteurs that in order to underline the need for a worldwide agreement on environmental measures within the International Maritime Organization (IMO), a minor amendment of the text is needed.",Maritime,0.37974876165390015,0.4642857142857143,18.20795902839074
Resumption of the session,Resumption,0.3708427250385285,0.453125,18.15884688804888
"Among the British subjects were two of my constituents, Paul and Lesley Coppin from Mildenhall in Suffolk.",Coppin,0.4223010540008545,0.515625,18.099189527107008
"The fact is, this project, which has received a great deal of support from those in the sector and from the legislator but which, above all, must provide a modern payment tool that is suited to the circumstances of our single currency, the euro, is in danger of not achieving the critical mass that it should have in order to be fully effective.",payment,0.34436050057411194,0.29166666666666663,18.06645733969554
"However, the best way to solve the problem would be through better education and adequate health care that is accessible to all the citizens of this country, including albinos.",albinos,0.3709010481834412,0.4523809523809523,18.011347243660342
This is why we are extremely concerned by the delays in the ratification process.,ratification,0.35303112864494324,0.4305555555555556,18.00567334698093
"Mr President, the Council notes with satisfaction that Parliament has confirmed the agreement that we reached at the conciliation meeting on 18 November this year.",conciliation,0.3826775252819061,0.4666666666666667,17.997673153877273
"The pastors have been relying upon the Presidents of Parliament, the Council and the Commission to actually declare 20 May European Maritime Day this afternoon.",Maritime,0.3417811989784241,0.4166666666666666,17.972512245178205
"That proposal for compromise is founded on some of the resistance from the Council of Ministers, and it disappoints me that the Council Presidency is not represented here tonight.",Ministers,0.3468872010707855,0.2941176470588235,17.941648364067095
A number of political groups and parties within this Parliament will decide how they vote on the eleventh plenary and its siting.,siting,0.34198954701423645,0.4166666666666666,17.922508716583234
"Again, let me – in this case in her absence – congratulate Mrs Ries on this appointment and note, pursuant to Rule 8(4), that her mandate as a Member of the European Parliament has terminated and that a vacancy exists as of 12 February 2004.",Ries,0.342142790555954,0.4166666666666666,17.885730266571027
"Here are all the trite, clichéd phrases that we associate with EU directives: 'e-commerce is a vital force of the Internet'; 'an important catalyst for achieving the aims of the EU 2020 strategy'; 'it is important for all stakeholders to cooperate'.",phrases,0.3381295502185821,0.4117647058823529,17.882823518344342
"Madam President, under Rule 128 I must move the admissibility of the document to be debated.",admissibility,0.35959723591804504,0.4375,17.806346075875418
"The Court is currently composed of 27 members, from the Member States of the Union, and we are now preparing to renew the mandate of four candidates: David Bostock, for the United Kingdom; Maarten B. Engwirda, for the Netherlands; Ioannis Sarmas, for Greece; and Hubert Weber, for Austria; and to propose three new members, Michel Cretin, for France; Henri Grethen, for Luxembourg; and Harald Noack, for Germany.",Luxembourg,0.3596962988376617,0.4375,17.783703122820185
Robert Schuman worked closely with Jean Monnet.,Jean,0.4010911285877228,0.4875,17.7248966999543
"Agreements between the EU, Iceland, Liechtenstein and Norway (Financial Mechanisms 2009-2014 and imports into the EU of certain fish and fisheries products 2009-2014) (",Liechtenstein,0.3684631586074829,0.4473684210526315,17.63764689950381
Future action in the field of patents (motions for resolutions tabled): see Minutes,motions,0.3428564369678497,0.29166666666666663,17.550778388977047
"In other words, they have proved that they are indeed aware of the negative consequences caused by the lack of a single regulation on aquaculture, the confusion among operators in the sector, the complex and excessively bureaucratic procedures, the highly discriminatory situations, the market distortions and the low level of competitiveness of European production.",distortions,0.2982141077518463,0.3611111111111112,17.417631699488737
"As you know, we elected the Vice-Presidents by acclaim and then held a vote to establish the order of precedence.",precedence,0.3555851876735687,0.4305555555555556,17.41247254033243
"Here I would like to thank all my fellow Members who were draftsmen of opinions at the Committee on Employment and Social Affairs, the Committee on Women's Rights and Gender Equality, the Committee on Budgets, the Committee on Development and the Committee on Foreign Affairs, as well as my fellow Members on the Committee on Culture and Education.",draftsmen,0.3670787513256073,0.4444444444444444,17.40728095173835
"The first item is the joint debate on the Single Market, and will include a discussion of the following material: the report by Mrs Kalniete, on behalf of the Committee on the Internal Market and Consumer Protection, on governance and partnership in the Single Market [2010/2289 (INI)], the report by Mr Correia De Campos on a Single Market for Europeans [2010/2278 (INI)], the report by Mr Buşoi on a Single Market for enterprises and growth [2010/2277 (INI)] and the Commission statement on public procurement.",Campos,0.38550934195518494,0.4666666666666667,17.390855295317515
"Participation of undertakings, research centres and universities in indirect actions under the framework programme of the European Atomic Energy Community (",centres,0.3233487010002136,0.390625,17.222732543945312
It is an unacceptable cost to pay for the lesson that stronger cooperation and constant vigilance are needed by all of us in the fight against terrorism.,vigilance,0.3363519012928009,0.40625,17.20568583561824
"On 24 October 1956 the Hungarians took to the streets carrying placards reading ""Poznan - Warsaw - Budapest”'.",placards,0.3754117786884308,0.453125,17.15050401358769
"Mr Marset Campos, the House has condemned this kind of terrorist attack on several occasions.",Campos,0.3598106205463409,0.4342105263157895,17.134523752963922
"Colleagues, I welcome the delegation from the EEA-EFTA Parliaments, that is our colleagues from Iceland, Liechtenstein and Norway, as well as the observers from the Swiss Federal Assembly, who are in the official gallery.",Liechtenstein,0.34052810072898865,0.4107142857142857,17.088810257289715
"I therefore believe that we need to have the courage to tear down the walls between private enterprise and business and the state, and allow entrepreneurs to provide aid in a way that is different from the way we have provided it in the past.",entrepreneurs,0.3443601131439209,0.2941176470588235,17.082438468933123
We believe that those who come here as observers should relinquish their national mandates.,mandates,0.3695625960826874,0.3157894736842105,17.028155426184345
The changes in the preamble are a better reflection of the criteria and purpose of this regulation.,criteria,0.3655053377151489,0.3125,16.961708068847656
Council Proposal on the conclusion of the Fisheries Partnership Agreement between the European Community and the Islamic Republic of Mauritania - C6-0334/2006 -,Mauritania,0.365773469209671,0.4404761904761905,16.959536719966586
Autonomous Community tariff quotas on imports of certain fishery products into the Canary Islands (,Autonomous,0.3298139274120331,0.3970588235294118,16.93575161474723
"Mr President, in yesterday's Minutes, halfway down page 19, it says the following: ""Mr Wijsenbeek referred to his remarks at the start of that morning's sitting (part 1, item 1) and reported on how he had spent his time until the resumption of the sitting' .",resumption,0.3787000477313995,0.4558823529411765,16.930312110531734
"We remember, and we are proud of, his award of the Schuman Medal in 2003, when, despite the ravages of his ill health, he delivered a moving and eloquent speech to members of our group.",ravages,0.3820131123065949,0.3269230769230769,16.851069646723147
"As rapporteur for Parliament's 24th Annual Report on this subject, I can say that there has been a slight drop in the number of cases of infringement proceedings initiated by the Commission.",infringement,0.36077526211738586,0.3088235294117647,16.822465828486845
"We have played an important role in terms of easing East-West tensions, and that has made it possible for us to reach important agreements, the Services Directive being an excellent example.",tensions,0.29892635345458984,0.359375,16.820492951766305
"It is the raison d'etre of our strategy, because that is precisely what the terrorists want to destroy: the values on which our co-existence is based.",raison,0.3640085160732269,0.4375,16.798053468976715
Eligibility of housing interventions in favour of marginalised communities (debate),interventions,0.3531084656715393,0.3026315789473685,16.679319091465143
Agreement between the EU and the USA on the processing and transfer of Financial Messaging Data from the European Union to the United States for purposes of the Terrorist Finance Tracking Programme (debate),Programme,0.3530687987804413,0.3026315789473685,16.666211770928406
Agreements on trade in bananas - Repeal of Council Regulation (EC) No 1964/2005 on the tariff rates for bananas - Agreements on trade in bananas (debate),Repeal,0.3805035650730133,0.4558823529411765,16.534701854951926
"In particular, we cannot allow the massacre and eviction of the Italians to be described merely as a measure intended to combat collaboration with nazis and fascists, in the spirit of Potsdam and Yalta which divided Europe and from which Europe has had to regain its freedom and unity and is still in the process of doing so.",fascists,0.3343048989772797,0.4,16.423775255680077
"To follow the various Presidents who have left their mark on the history of our Parliament ever since it was first elected by direct universal suffrage, and to follow you, José Maria Gil-Robles, who so successfully led Parliament along the path of democratic progress",suffrage,0.34561046957969666,0.296875,16.41615817421361
This document shows that Member States are managing increasingly well with the transposition of EU law.,transposition,0.3534890413284302,0.421875,16.21000501844618
"While the negotiations in Geneva in July did not succeed, the Doha Round has not been suspended.",Geneva,0.3377493917942047,0.4027777777777778,16.144978589025037
